TIMESTAMP,U10,V10,WS10,U100,V100,WS100
20131111 1:00,-1.4703334277,3.5150991244,3.8102233849,-1.830265594,4.3844266783,4.7511124425
20131111 2:00,-0.7748791418,3.7426104608,3.8219851839,-1.0042318048,4.6598351959,4.7668171321
20131111 3:00,-0.2259391015,4.1430304129,4.1491866046,-0.3531228181,5.1810316354,5.1930515626
20131111 4:00,-0.0828435216,4.4114937898,4.4122715813,-0.191560327,5.5364787841,5.5397917547
20131111 5:00,-0.0774713326,4.527271781,4.5279345829,-0.2037078827,5.7116814566,5.7153129366
20131111 6:00,-0.2430324302,4.5823800825,4.5888203258,-0.4168974856,5.8276429377,5.8425358983
20131111 7:00,-0.4339893303,4.6850129743,4.7050710205,-0.6513453111,6.0677588307,6.1026181219
20131111 8:00,-1.0640005865,4.2866153452,4.4166920162,-1.5180734119,6.048221842,6.2358266761
20131111 9:00,-0.9047884396,3.0474369329,3.1789171082,-1.600069413,5.0808257904,5.3268201432
20131111 10:00,-0.1101928474,2.7203261893,2.7225570774,-1.1281368732,5.7135721329,5.8238818088
20131111 11:00,-1.7877809599,3.2633199121,3.7209431075,-3.7981696211,5.9984340322,7.0998100896
20131111 12:00,-2.5887255027,2.9705886593,3.94029145,-4.6169148768,5.3140092035,7.0395025957
20131111 13:00,-1.9264811124,2.4038326413,3.0805422971,-3.880773,4.8646584642,6.2229656154
20131111 14:00,-1.5391951231,2.102000935,2.6052887667,-3.4203806381,4.547024842,5.6898540072
20131111 15:00,-1.1611883694,1.7379827968,2.0902015767,-3.0012899657,4.0661628307,5.0538521569
20131111 16:00,-0.8041819909,1.7127037594,1.8921053993,-2.4467540469,4.0163750208,4.7029643497
20131111 17:00,-0.5287352091,1.7951134213,1.8713613004,-1.9553854179,4.2142658092,4.6458119251
20131111 18:00,-0.3900350566,1.8380877848,1.8790141165,-1.5569455902,4.402703216,4.6698902749
20131111 19:00,-0.359267065,1.8173589741,1.8525297474,-1.3504371429,4.4770698181,4.6763056608
20131111 20:00,-0.2625676629,1.7890464523,1.8082115435,-1.0995901172,4.3352690939,4.4725447502
20131111 21:00,-0.0227726809,2.1429529756,2.1430739722,-0.5687419322,3.8147028798,3.8568673099
20131111 22:00,0.0968806197,2.5388227009,2.5406704944,-0.0518634361,3.2682974226,3.2687088978
20131111 23:00,0.6023547671,3.3401681858,3.3940469612,0.6186816398,4.1985101732,4.2438490367
20131112 0:00,1.225040311,3.6526170878,3.8525751587,1.4271014731,4.6100473861,4.8258839104
20131112 1:00,1.9134045415,3.6489524288,4.1201906226,2.3156894865,4.5839415019,5.1356535602
20131112 2:00,2.2765752792,3.5699205971,4.2340439383,2.7677736011,4.4783393213,5.2646076571
20131112 3:00,2.6496657032,3.6589705483,4.5176093027,3.2629459142,4.5923896764,5.6335476371
20131112 4:00,2.8800228631,3.62390713,4.6289561003,3.5679830022,4.5600050077,5.7900041773
20131112 5:00,3.0894384629,3.6188980703,4.7582615795,3.8566055383,4.5846455165,5.9910250199
20131112 6:00,3.1654893913,3.8187038982,4.9601232392,3.9968131684,4.903564102,6.3260932972
20131112 7:00,3.0200006588,4.1604330857,5.1409733942,3.8504500814,5.4245348598,6.6521834216
20131112 8:00,2.7224100695,4.6958459171,5.4279356539,3.5727705798,6.3334176279,7.2716482633
20131112 9:00,2.112900455,4.9874845071,5.4165810288,3.048872801,7.7428547321,8.3215037559
20131112 10:00,1.5430695859,4.6374068866,4.8873925951,2.326632521,7.9125222357,8.2474982278
20131112 11:00,1.4945733417,3.9394778944,4.2134588588,2.2240415722,7.1261379972,7.4651325286
20131112 12:00,0.9390709083,3.6094365129,3.7295959717,1.2186502734,6.832563935,6.9403918056
20131112 13:00,0.109674914,3.2476710864,3.2495224375,-0.2114675537,6.3517220058,6.3552412201
20131112 14:00,-0.15870771,2.8808966,2.8852648678,-0.5985774007,5.8990406582,5.9293317997
20131112 15:00,-0.1548500542,2.5976064429,2.6022178563,-0.59994528,5.6096906832,5.6416809463
20131112 16:00,-0.2121637974,2.3326828382,2.3423114013,-0.7510959447,5.2358589637,5.2894578367
20131112 17:00,-0.5163675109,2.1545829359,2.215595413,-1.3844240689,4.8993400148,5.0911847917
20131112 18:00,-0.8712718433,1.9536639836,2.1391394498,-2.2195143926,4.454402827,4.9767407693
20131112 19:00,-1.1335924369,1.6559032094,2.0067504209,-2.8289046288,3.7764368273,4.7184930338
20131112 20:00,-1.2730191389,1.2785540414,1.8042389434,-2.9479101295,2.7985606346,4.0647405522
20131112 21:00,-2.2765607373,1.4638892522,2.7066031356,-2.8535264565,1.8720775031,3.4128122444
20131112 22:00,-1.7425509576,1.0153001233,2.0167593263,-2.1962604442,1.2412804774,2.5227637944
20131112 23:00,-0.8244288802,0.9184583014,1.2341995908,-1.0356148428,1.1068137007,1.5157620759
20131113 0:00,0.0512589835,0.9646529636,0.9660138837,0.023807689,1.1476465439,1.1478934601
20131113 1:00,0.2106665645,0.3754633998,0.4305266148,0.2408162471,0.4451950153,0.5061532046
20131113 2:00,0.7565302901,0.7813201933,1.0875657793,0.8744367333,0.9256274811,1.2733522036
20131113 3:00,1.3137661765,1.3060287593,1.8524828439,1.5176575299,1.5602123142,2.1765906467
20131113 4:00,1.9453272578,1.6947180746,2.5799937,2.2866929206,2.0428236121,3.0662832262
20131113 5:00,2.2832428974,2.1010150598,3.1028152394,2.7262860809,2.5499467705,3.7329431187
20131113 6:00,2.2982703958,2.5927092446,3.4647060538,2.7672137199,3.1921575157,4.2246113877
20131113 7:00,2.038741437,3.0566713491,3.6741946578,2.480214967,3.8185717286,4.5533456193
20131113 8:00,1.7560620077,3.4343558706,3.8572728735,2.1815947857,4.4319129492,4.9397579089
20131113 9:00,1.4421091358,3.5769779976,3.8567408981,2.0896339177,5.7697158247,6.136464015
20131113 10:00,0.7374413056,4.6325578141,4.6908860123,0.9219330058,7.8902641123,7.9439428641
20131113 11:00,0.0993818467,4.5066629736,4.5077586347,-0.0916576603,7.6985268923,7.6990725051
20131113 12:00,-0.2088849447,3.7094757143,3.715352338,-0.6176536142,6.758905573,6.7870686259
20131113 13:00,-1.1653649102,3.0082502566,3.2260881854,-2.3153927159,5.7599110805,6.207867515
20131113 14:00,-2.7485321737,1.9839240543,3.3897468583,-5.1100936003,3.8441730051,6.3945854203
20131113 15:00,-3.6688649133,1.4781437336,3.955436594,-6.2398985502,2.7346027863,6.8128104564
20131113 16:00,-3.7440024052,1.1259903336,3.9096557702,-6.2853737047,2.1866265271,6.6548672546
20131113 17:00,-3.666021873,0.6695114888,3.7266556062,-6.2681942019,1.4948473528,6.4439760366
20131113 18:00,-3.5551433038,0.3248413486,3.5699531947,-6.2232243269,0.9490499256,6.2951740868
20131113 19:00,-3.6038811364,0.0087836721,3.6038918405,-6.3384280516,0.3623993976,6.348779685
20131113 20:00,-3.7273503124,-0.1893026154,3.7321543151,-6.3743028957,-0.10114712,6.3751053439
20131113 21:00,-3.9312369123,-0.3935515874,3.9508868008,-5.5764665738,-0.4780850637,5.5969227953
20131113 22:00,-3.7009506531,-0.6435805014,3.7564919271,-4.7771144134,-0.8506653434,4.8522627346
20131113 23:00,-2.8045806812,-0.9966142849,2.9763925867,-3.4088175421,-1.3109436128,3.6522062088
20131114 0:00,-1.6117222274,-1.0564803629,1.9271220241,-1.8116290598,-1.365959122,2.2688861085
20131114 1:00,0.7463363062,-1.1916639257,1.4060870506,1.0897253233,-1.4290306326,1.7971170883
20131114 2:00,2.7639202475,-0.1248885692,2.7667403726,3.429122173,-0.2208223473,3.4362248743
20131114 3:00,3.9823794754,0.9329660178,4.0902043807,4.943667967,1.0803973067,5.0603469553
20131114 4:00,4.4169550283,1.518763217,4.6707743931,5.5235481972,1.8437481868,5.8231427994
20131114 5:00,4.1759818544,1.7666862703,4.5343141516,5.2343534294,2.1674089599,5.6653435398
20131114 6:00,3.5857005584,1.8532920745,4.0363275397,4.4855278023,2.2918938727,5.037135812
20131114 7:00,3.026725179,1.9733507644,3.613195061,3.8057710286,2.4403362592,4.5209660671
20131114 8:00,2.528302033,1.9778111492,3.2099919177,3.2060148694,2.5615328912,4.1036547242
20131114 9:00,1.7736646748,1.2738137536,2.1836867581,3.5329739024,3.008269314,4.6402143119
20131114 10:00,1.0635146718,2.1647756106,2.4119114622,2.2544547659,5.0596867252,5.5392234157
20131114 11:00,-2.0728438681,2.2532399085,3.0616616055,-4.3021173309,4.8088378821,6.4523743929
20131114 12:00,-4.6872998247,1.1797739748,4.8334921411,-8.5923366173,2.3041074867,8.8959069159
20131114 13:00,-5.1375283359,1.4618933113,5.3414725924,-8.8214066997,2.7080962602,9.2277300305
20131114 14:00,-5.2269149662,1.1667645192,5.3555559475,-8.8437671199,2.156604609,9.1029204275
20131114 15:00,-5.1758368917,0.5846843073,5.2087564033,-8.6723372318,1.1489814473,8.7481193081
20131114 16:00,-4.7041885429,0.1178307018,4.7056640255,-7.9910897634,0.3842213041,8.0003213447
20131114 17:00,-4.2910328277,-0.5988044506,4.332612318,-7.1513317609,-0.8817667709,7.2054880884
20131114 18:00,-4.6675276668,0.3884273776,4.683662066,-7.6288509564,0.3809330234,7.63835564
20131114 19:00,-4.7507354978,0.542310652,4.7815885031,-7.6760562879,0.8403528146,7.7219189965
20131114 20:00,-4.7589738969,0.3178046188,4.7695736002,-7.5309620058,0.4509264271,7.5444498392
20131114 21:00,-5.1573004937,0.3839669928,5.171574135,-8.005499812,0.6374189191,8.0308362029
20131114 22:00,-5.4695358199,0.1665232355,5.4720701817,-7.500651214,0.1855151981,7.5029450566
20131114 23:00,-5.7895976252,0.318919715,5.7983748108,-7.6204036866,0.309060602,7.6266683947
20131115 0:00,-5.5667489293,0.2798913483,5.5737808361,-7.175679774,0.2503413036,7.1800453332
20131115 1:00,-4.5244393054,-0.2205564955,4.5298119383,-5.7025554042,-0.3756249335,5.7149131427
20131115 2:00,-3.1956856555,-0.0996063267,3.1972375935,-3.8961606153,-0.1820193468,3.9004100531
20131115 3:00,-1.3771605563,-0.241680187,1.398206176,-1.5839254079,-0.3934962184,1.6320719873
20131115 4:00,-0.1943608208,-0.4815362964,0.519281555,-0.2285058482,-0.5841232575,0.6272279511
20131115 5:00,-0.3028992975,-0.2454279387,0.3898497884,-0.3531994599,-0.2956296581,0.4605939136
20131115 6:00,0.1757486434,0.0673389767,0.1882076604,0.1904646873,0.005203638,0.1905357577
20131115 7:00,0.1352995216,0.774301231,0.7860333052,0.1455749871,0.8740884905,0.8861279626
20131115 8:00,-1.1466005622,1.2751371412,1.7148374787,-1.3769340124,1.5119231594,2.0449593919
20131115 9:00,-1.4226658183,0.5289938464,1.517831519,-2.3129673913,0.9362124809,2.4952578951
20131115 10:00,-1.5524400839,-0.0239698831,1.552625122,-3.1920573542,0.2051918264,3.1986456256
20131115 11:00,-1.9013137591,0.0281579361,1.9015222534,-4.1763055963,0.3268867665,4.1890790625
20131115 12:00,-2.7561385324,0.3484203549,2.7780742167,-5.9843629668,0.8421754817,6.0433318344
20131115 13:00,-4.0400610723,1.691137581,4.3797305609,-7.666064144,3.1867178603,8.3020304854
20131115 14:00,-5.2012879429,2.9098382959,5.9599123461,-8.652390613,4.9402313162,9.963420536
20131115 15:00,-5.2673548418,2.6601017502,5.9009463945,-8.7247129078,4.619824708,9.8723551221
20131115 16:00,-5.2525234971,2.3234855058,5.7434822176,-8.7184782272,4.1087910607,9.638154729
20131115 17:00,-5.1729735577,1.9374670797,5.5238966422,-8.6536375491,3.5203151788,9.3422728385
20131115 18:00,-5.0876933259,1.7316814404,5.374322654,-8.5459853976,3.1888453942,9.1215459964
20131115 19:00,-5.0536486485,1.7476945613,5.3473171724,-8.4873794001,3.2084187063,9.0735637804
20131115 20:00,-5.0961202263,1.727592984,5.3809867942,-8.4350080832,3.1428906616,9.0015067113
20131115 21:00,-5.157468061,1.3337383498,5.3271319475,-7.8743024757,2.3071953382,8.2053512909
20131115 22:00,-5.3964549554,0.987241669,5.4860160589,-7.284501692,1.3804415632,7.4141475444
20131115 23:00,-5.1042100507,0.6410856929,5.1443125009,-6.6232099044,0.8391969342,6.6761636388
20131116 0:00,-4.5291583696,0.8097345199,4.6009722374,-5.7183499284,1.0396106294,5.8120836336
20131116 1:00,-3.163498303,0.5721293135,3.2148177964,-3.8644907375,0.7213135006,3.9312315915
20131116 2:00,-2.2826044262,1.301173999,2.6274201686,-2.7475368544,1.5887196848,3.173797253
20131116 3:00,-1.724388977,2.0858103272,2.706311524,-2.0528353412,2.5386913035,3.264825642
20131116 4:00,-1.3546760669,2.6409325877,2.9681091926,-1.6152522318,3.2161031639,3.5989386398
20131116 5:00,-1.2762852624,3.2774568965,3.5171903246,-1.5530532312,4.0192396633,4.3088585275
20131116 6:00,-1.5384386968,3.7726195995,4.074242539,-1.9183628541,4.6966515238,5.0733274659
20131116 7:00,-2.086445111,3.9397916107,4.4581623049,-2.6446018887,5.0123704864,5.6672548066
20131116 8:00,-2.7864932249,3.7249696201,4.6518752308,-3.6634390385,4.920891738,6.1348154891
20131116 9:00,-3.0891181909,2.7457625425,4.1330210666,-4.9017247748,4.3893767533,6.579782219
20131116 10:00,-3.2502751004,1.8666204217,3.7481408761,-6.0922662078,3.6636453488,7.1090087064
20131116 11:00,-3.3512716252,1.7574225522,3.7841188582,-6.4194679924,3.6340906762,7.3767326336
20131116 12:00,-3.3075186181,2.6599925795,4.2444363503,-6.0554724328,4.9842231792,7.8429093508
20131116 13:00,-3.2105327856,2.6179017643,4.1425753361,-5.9363306853,4.7998583169,7.6340462317
20131116 14:00,-3.1292251141,2.2748219123,3.8687032126,-5.9827609251,4.3236997031,7.3815856975
20131116 15:00,-2.9432748338,1.9535816342,3.5326120575,-5.8386519732,3.8991444858,7.0209105239
20131116 16:00,-2.6712769728,1.7073900738,3.170315683,-5.579781485,3.5876476193,6.6336397897
20131116 17:00,-2.5651759306,1.5807205451,3.0131055402,-5.4553834839,3.4553552753,6.4576070672
20131116 18:00,-2.6136688468,1.5775438798,3.0528526878,-5.4908631955,3.4933541401,6.5079260736
20131116 19:00,-2.7361772667,1.4314172762,3.0879801576,-5.6538070561,3.2860023102,6.5393688847
20131116 20:00,-2.9337950156,1.3095127454,3.2127833453,-5.7755769304,2.9782584179,6.4982545412
20131116 21:00,-3.4934688983,1.3734431345,3.7537542524,-5.5889799287,2.5630856364,6.1486668981
20131116 22:00,-3.9485001724,1.3381027331,4.1690733426,-5.2131577987,1.8575264687,5.5342044429
20131116 23:00,-4.0998126554,1.1725190545,4.264183948,-5.2280505171,1.5436839932,5.4511900059
20131117 0:00,-3.7268182697,1.1205011603,3.8916188489,-4.6297136527,1.4540817319,4.8526902012
20131117 1:00,-2.8218132995,1.208121742,3.0695583462,-3.4159110071,1.5238557926,3.740398974
20131117 2:00,-2.7213907368,1.2115415788,2.9788925022,-3.2787052187,1.5151498388,3.6118675149
20131117 3:00,-2.605518549,1.0123360831,2.7952730197,-3.1379022749,1.2560196846,3.3799432147
20131117 4:00,-2.3669076734,0.9041837432,2.5337324594,-2.8496159556,1.1049457804,3.0563403397
20131117 5:00,-2.2201362356,0.8763975689,2.3868551702,-2.6548556792,1.078827919,2.8656811331
20131117 6:00,-2.3025342358,0.8738326913,2.4627723158,-2.7571176713,1.0772915742,2.960110638
20131117 7:00,-2.4458724236,0.9229928458,2.6142317621,-2.9693498458,1.1361847911,3.1793009273
20131117 8:00,-2.596935424,0.9700156023,2.7721839522,-3.2453030605,1.2293897083,3.4703589165
20131117 9:00,-1.9995499226,0.4296813822,2.04519583,-4.1122175359,0.9902320363,4.2297627059
20131117 10:00,-2.4935087675,0.0620489224,2.4942806663,-5.6718413847,0.2922193875,5.6793641249
20131117 11:00,-2.8776036122,0.0971022499,2.8792414619,-6.4914789593,0.2594440321,6.4966614722
20131117 12:00,-2.7758935807,0.2334682438,2.7856942747,-6.406174986,0.289146698,6.4126970741
20131117 13:00,-2.5853482052,0.2651017345,2.5989044368,-6.1631100501,0.1298789549,6.1644784072
20131117 14:00,-2.516683205,0.0188734823,2.5167539735,-6.068042369,-0.5194827755,6.0902381354
20131117 15:00,-2.3351501109,-0.068332357,2.3361496851,-5.6728691434,-0.7903915731,5.727666467
20131117 16:00,-2.1802247042,0.1411326492,2.184787904,-5.2098638427,-0.682335323,5.2543565498
20131117 17:00,-2.0283033914,0.0385375441,2.0286694629,-4.5783061128,-1.3588391447,4.7757021142
20131117 18:00,-2.0523361414,-0.297461425,2.0737808314,-4.0032751122,-2.3677055556,4.6510473253
20131117 19:00,-2.2797889545,-0.8232613385,2.4238805475,-3.148179862,-3.2838791642,4.5491646276
20131117 20:00,-1.9742297037,-1.3182827205,2.3739107511,-2.4087074672,-4.0587090523,4.7196388457
20131117 21:00,-1.8098628596,-2.1809365623,2.8340938339,-1.8485789679,-4.5231972932,4.8863644926
20131117 22:00,-1.237797577,-2.7918049171,3.0539020182,-1.488863418,-4.0151792833,4.282333354
20131117 23:00,-0.4030886687,-3.9306105834,3.9512251306,-0.3542177975,-5.0353122226,5.0477558803
20131118 0:00,0.2908569892,-3.4449937527,3.4572503155,0.4977941765,-4.2932576899,4.3220204343
20131118 1:00,1.1850354124,-3.0517398605,3.2737478682,1.5444585801,-3.7722116957,4.0761419729
20131118 2:00,1.5197616154,-2.6294342685,3.0370380208,1.9109104902,-3.2300818836,3.7529998503
20131118 3:00,1.7339547701,-2.2886037957,2.8712900373,2.1284300732,-2.8315978509,3.5423383472
20131118 4:00,1.9928044312,-1.9290041855,2.7735043985,2.4164965481,-2.4214093473,3.4209178292
20131118 5:00,2.169059315,-1.5297334439,2.6542235628,2.6109904095,-1.9755754095,3.2741669348
20131118 6:00,2.3216027794,-0.994386456,2.5255977291,2.7951961825,-1.3669429217,3.1115357381
20131118 7:00,2.5563458309,-0.214187539,2.5653031612,3.1204957391,-0.436969505,3.1509420823
20131118 8:00,2.6942672533,0.793800455,2.8087711183,3.4560833841,0.8595666601,3.5613715337
20131118 9:00,2.0896260602,1.796243022,2.7555446042,4.3531067096,3.5085012378,5.5909855089
20131118 10:00,1.4845896767,2.2804014533,2.7210728208,4.111091678,4.5549873423,6.1358768301
20131118 11:00,0.0729698454,2.6442667765,2.6452734044,2.1637035191,2.7578190347,3.5053072258
20131118 12:00,-0.3522549415,0.1624749234,0.3879196367,0.8291914827,-0.0363573867,0.8299881774
20131118 13:00,-1.6816751858,-2.207981819,2.7754666533,-1.1446517606,-2.9571549026,3.1709608592
20131118 14:00,-1.2513129247,-2.2067021051,2.5367928998,-2.0519631744,-5.3932809181,5.7704446909
20131118 15:00,-0.9371366185,-2.4916517369,2.6620581173,-1.2024610191,-6.356239662,6.4689794514
20131118 16:00,-0.7185963702,-3.0150547283,3.099505728,-0.517568278,-7.2872771215,7.3056337691
20131118 17:00,-0.6427198284,-3.3153609271,3.3770855563,-0.3901919455,-7.6873572184,7.6972534555
20131118 18:00,-0.5715855703,-3.4057940437,3.453424841,-0.2299917121,-7.7740767075,7.7774780515
20131118 19:00,-0.5802797574,-3.4348008925,3.4834726593,-0.1858999047,-7.8097221416,7.8119343766
20131118 20:00,-0.5312761575,-3.4565560291,3.4971465422,-0.0276593072,-7.7565200011,7.7565693167
20131118 21:00,-0.3751759801,-3.9773995926,3.9950550103,0.2471796254,-7.4835930201,7.4876740219
20131118 22:00,0.0599285647,-4.2154263808,4.2158523462,0.5078111979,-6.516378105,6.5361346238
20131118 23:00,1.126942435,-4.9469961691,5.0737333738,1.6248036513,-6.5296786401,6.7287955868
20131119 0:00,2.7733053178,-5.0561984232,5.7668331761,3.7137755027,-6.5115899124,7.4961944793
20131119 1:00,3.2766046196,-4.1291740247,5.2712632224,4.1925597451,-5.271027373,6.7350788253
20131119 2:00,3.3467671117,-3.4632752049,4.8161317719,4.2221279134,-4.360103376,6.069338149
20131119 3:00,3.3067357511,-2.8664709449,4.3762034923,4.1383514365,-3.598905339,5.484347933
20131119 4:00,3.1263794065,-2.9381565507,4.2903393933,3.9505388117,-3.6754076542,5.3958667819
20131119 5:00,3.1431667512,-2.7377823273,4.1683269183,3.9445156663,-3.5120205666,5.2814290019
20131119 6:00,2.8784432382,-2.8729485599,4.0668499977,3.6554046871,-3.6814185504,5.187950074
20131119 7:00,2.8207636435,-2.9109505678,4.0534356712,3.6378828096,-3.8355160712,5.2863385125
20131119 8:00,2.2827077228,-2.5646140869,3.4333656902,3.1582214123,-3.5387963769,4.7431468759
20131119 9:00,1.5113507548,1.2848165743,1.9836669916,3.1784810832,2.1813910259,3.8550238397
20131119 10:00,-0.0524549732,4.4519384577,4.4522474724,-1.067288865,7.692289952,7.7659790257
20131119 11:00,-0.4506163545,3.8542705157,3.8805226848,-1.5869220454,6.9327312502,7.1120379756
20131119 12:00,-0.1226174652,3.8352695118,3.8372291137,-0.9440881636,6.6354651108,6.7022906307
20131119 13:00,-2.9420304899,3.6076893055,4.6552084302,-4.8941764285,5.6616999263,7.483836514
20131119 14:00,-3.6346160711,3.3399478864,4.9361610456,-5.7423448125,4.984654436,7.6040320747
20131119 15:00,-0.98910272,3.4945469639,3.6318291085,-2.0819150855,5.339843757,5.7313438016
20131119 16:00,0.5630810001,4.1284895498,4.1667116742,0.5480092195,6.25568576,6.2796431771
20131119 17:00,1.1790474182,3.9406387154,4.1132452273,1.1727736651,6.7627868213,6.8637222889
20131119 18:00,0.9728643894,3.5571639087,3.6878015393,0.8677834844,5.9190755727,5.9823493555
20131119 19:00,-0.6068677939,2.9728830376,3.0341921618,-1.0656461889,5.0043264599,5.1165305743
20131119 20:00,-1.8319135142,2.9029247959,3.4326199169,-3.0795669872,4.9917582224,5.8652692163
20131119 21:00,-0.8802002016,2.8230342111,2.9570719559,-1.6038963642,3.9524196248,4.265454775
20131119 22:00,1.7722002652,3.0164989785,3.4985654013,2.1704255667,3.9480480639,4.5053113828
20131119 23:00,1.5664476811,3.3965190572,3.7403342155,1.858864682,4.2655326723,4.6529718336
20131120 0:00,2.0020577546,3.7350824001,4.237814978,2.4502280485,4.6879347417,5.289645511
20131120 1:00,-0.441772145,2.2674626833,2.3100973244,-0.4362195258,2.7137285235,2.7485650755
20131120 2:00,0.4743267117,2.2576606825,2.3069498449,0.6360965242,2.6676672065,2.7424564013
20131120 3:00,1.7357372159,2.8084397722,3.3015326194,2.0916859347,3.3533394694,3.9522190788
20131120 4:00,2.7102926997,3.633208121,4.5327571928,3.2606165992,4.5182826506,5.5719385063
20131120 5:00,2.2639345968,4.4047656085,4.9525104669,2.7409149096,5.5543707553,6.1938396031
20131120 6:00,1.2417787166,4.7328992526,4.8930920404,1.5056280539,5.9904956299,6.1768077296
20131120 7:00,0.9824818205,4.8509900235,4.9494822695,1.1844640884,6.2382938542,6.349745301
20131120 8:00,1.8284327246,4.8024467817,5.1387412194,2.1245986056,6.3403284171,6.6868291193
20131120 9:00,3.1445419299,5.5875403655,6.4116106623,4.1184694392,8.0848279157,9.0733804587
20131120 10:00,2.828458596,5.3835653975,6.0813612308,3.8344649408,8.3967621509,9.2308578151
20131120 11:00,1.4923071186,5.0222916557,5.2393123605,1.9419863674,7.8224533254,8.0599061458
20131120 12:00,0.9845695572,4.431837801,4.5398858474,1.1844640884,6.9950987837,7.0946713927
20131120 13:00,0.9954257879,3.8185126113,3.9461260829,1.2157842107,6.3181723406,6.4340836933
20131120 14:00,0.6597177292,3.7251602232,3.7831265074,0.7417355806,6.2231344334,6.2671822893
20131120 15:00,0.1452994104,3.6924868874,3.6953445485,-0.0476376701,6.016733089,6.0169216724
20131120 16:00,-0.0847691721,3.4479036306,3.4489455285,-0.3162475321,5.2202804435,5.2298508976
20131120 17:00,-0.1269414531,2.8056392006,2.8085094724,-0.4707247452,4.5550150933,4.579273336
20131120 18:00,-0.5282044437,2.8140409155,2.863184627,-0.9171691997,4.1375479673,4.2379833084
20131120 19:00,-0.6902128103,2.8084397722,2.8920110093,-1.1082750304,4.1019816339,4.2490618809
20131120 20:00,-0.5795627661,3.1225705581,3.1758998552,-0.9707850022,4.481550208,4.5854896998
20131120 21:00,-0.5970997542,3.7723031792,3.8192668658,-0.8370109208,4.9444955963,5.0148403747
20131120 22:00,-0.5290395384,3.5599264963,3.5990220189,-0.7223474223,4.5334420714,4.5906298929
20131120 23:00,-0.5244465177,3.3414819082,3.3823875432,-0.697928344,4.1556226613,4.2138229289
20131121 0:00,-0.2413494234,2.9914104529,3.0011307938,-0.3268645227,3.653029557,3.6676239394
