TIMESTAMP,U10,V10,WS10,U100,V100,WS100
20131121 1:00,1.5654524653,1.6298960252,2.2599120501,1.9153759789,1.9082553905,2.7037203583
20131121 2:00,2.5017449824,1.5038889519,2.918974124,3.034697833,1.7602746278,3.5082699016
20131121 3:00,3.2056453263,1.6545724104,3.6074605776,3.9028653905,1.9560544865,4.3656050452
20131121 4:00,3.4456018017,2.1087229038,4.039663855,4.2192545693,2.5257149448,4.9174531114
20131121 5:00,3.1354654114,2.8710656975,4.2513717298,3.8468721166,3.5137811882,5.2100943677
20131121 6:00,2.597979716,3.5173769777,4.3728068112,3.1722347097,4.3892249041,5.4155672198
20131121 7:00,2.263049224,4.0303307721,4.6222243479,2.7601677036,5.1219261143,5.8183032641
20131121 8:00,2.1474834959,4.7312451174,5.1958027028,2.682973093,6.1951140354,6.7511319443
20131121 9:00,2.0810857321,4.8656526623,5.2920216982,2.8259462099,6.9546613132,7.5068825728
20131121 10:00,1.6200835368,4.2046405568,4.5059597067,2.3877852509,7.0757960084,7.467824821
20131121 11:00,1.1099133771,3.9442259386,4.0974169863,1.6076847844,7.0149012697,7.1967694273
20131121 12:00,0.8859259841,3.6743607899,3.7796550191,1.2124701229,6.7896562149,6.8970657033
20131121 13:00,0.3148211678,3.3472674287,3.3620397986,0.2845039233,6.4000608439,6.4063812944
20131121 14:00,-0.4953996459,2.8374638112,2.8803856841,-1.2903748583,5.7092656904,5.8532710512
20131121 15:00,-1.3472241217,2.5880748119,2.9177292654,-2.984850924,5.0754365827,5.8880719717
20131121 16:00,-1.3186478689,2.1649010574,2.5348824017,-2.8701462561,4.5712543379,5.3976018521
20131121 17:00,-0.8832802533,1.98324086,2.1710431397,-2.131904839,4.5437534882,5.0190351666
20131121 18:00,-0.5428866541,1.9155120581,1.9909576499,-1.5507707632,4.6157795232,4.8693234198
20131121 19:00,-0.3050313738,1.8246819594,1.8500022681,-1.0876030994,4.6190534338,4.7453698619
20131121 20:00,-0.2672098628,2.191152531,2.20738545,-0.9250595179,4.8567393492,4.9440522062
20131121 21:00,-0.4542162228,2.8012367777,2.837823085,-0.7619723123,4.1083233677,4.1783875716
20131121 22:00,-0.5416259371,3.7494400044,3.7883583519,-0.7168515188,4.879656724,4.9320306005
20131121 23:00,-0.0747403956,3.7573154465,3.7580587397,-0.1574624037,4.7624507216,4.7650531251
20131122 0:00,0.7098458384,3.4622488831,3.5342677379,0.8014903649,4.3250562548,4.3986928072
20131122 1:00,1.2914953225,3.7196231167,3.9374555614,1.4912389772,4.6589198042,4.8917611787
20131122 2:00,1.6808008789,3.6376858102,4.0072246816,1.9577239338,4.5482923392,4.9517316369
20131122 3:00,1.9704011865,3.4369669052,3.9617196195,2.3167945912,4.2908444731,4.8763596535
20131122 4:00,2.3208175588,3.4699617937,4.1745453634,2.7715151245,4.3352320363,5.1454380663
20131122 5:00,2.7097094005,3.7317212425,4.6117532964,3.3142130839,4.6876009989,5.7408720148
20131122 6:00,2.9711771068,4.1122622899,5.0733218448,3.7019275544,5.2223004131,6.4013037127
20131122 7:00,2.8189300879,4.4609082784,5.2769375123,3.5822373353,5.7358303741,6.7625567951
20131122 8:00,2.4230050959,4.7826084413,5.361370832,3.1449076885,6.2794073009,7.0229196507
20131122 9:00,1.599299078,4.9552816912,5.2069736104,2.1541386524,7.0210210478,7.3440486033
20131122 10:00,1.0569190733,4.8661954922,4.9796522465,1.4820320373,7.8862370859,8.0242852849
20131122 11:00,1.1247682882,4.3784210572,4.520583442,1.5776819132,7.4177775736,7.5836999117
20131122 12:00,1.0966356869,3.710274565,3.8689465203,1.4932849638,6.6488484032,6.8144761407
20131122 13:00,0.9932070056,3.2285491928,3.3778676774,1.2820368421,6.1134661034,6.2464458904
20131122 14:00,0.7726970571,3.0151822471,3.112617022,0.8656785584,5.9379645077,6.0007351101
20131122 15:00,0.4859927525,2.8397594233,2.8810453897,0.4211879583,5.8150451021,5.8302786242
20131122 16:00,0.282031393,2.8430589121,2.8570134204,0.1342383304,5.8628470932,5.8643836818
20131122 17:00,0.1484015367,2.7875175165,2.7914650133,-0.0974696579,5.8409947544,5.8418079441
20131122 18:00,0.0544882941,2.8040149607,2.8045443256,-0.2560336234,6.0007899816,6.0062495469
20131122 19:00,-0.0042591969,2.7985158126,2.7985190538,-0.4059021456,6.0588352565,6.0724164232
20131122 20:00,0.157089546,2.7853178572,2.7897441982,-0.1818666073,5.7221726624,5.7250620469
20131122 21:00,0.3192657183,3.2054527708,3.2213130964,0.2687619528,4.6930640836,4.7007535013
20131122 22:00,0.2592770831,4.2651386066,4.2730120453,0.2084053465,5.6265686803,5.6304269733
20131122 23:00,0.0582117266,4.6225832321,4.6229497448,-0.0739408114,5.9352329653,5.9356935228
20131123 0:00,-0.0903118597,4.1628544523,4.1638339812,-0.2279013069,5.2468842942,5.2518314712
20131123 1:00,0.8203850098,4.1615146716,4.2416077054,0.8781624291,5.2491658473,5.3221153073
20131123 2:00,1.094709847,3.697182906,3.8558463519,1.1944594828,4.6395923289,4.7908820101
20131123 3:00,1.3909247815,3.5269279253,3.7912916451,1.5724316327,4.3996859194,4.6722347361
20131123 4:00,1.549744424,3.5721705076,3.893855405,1.8247902837,4.439670321,4.8000554308
20131123 5:00,1.7248652029,3.7114700373,4.092697131,2.0760172816,4.6192229168,5.0642934461
20131123 6:00,1.6843452354,3.7281383571,4.0909698705,2.0109472259,4.6652426997,5.0801966687
20131123 7:00,1.5227311124,4.0126903878,4.2918986694,1.8762805018,5.0990357357,5.4332857421
20131123 8:00,1.7067010795,4.717522196,5.016756347,2.1688128394,6.3340256486,6.6950451865
20131123 9:00,1.3010356583,4.8395581087,5.011388677,1.6488182199,6.6946396855,6.8946937598
20131123 10:00,1.00249199,3.8781532352,4.0056288777,1.4247508975,6.7527302312,6.9013970104
20131123 11:00,0.613127705,3.657297998,3.7083357761,0.7084144576,6.6938852628,6.731266668
20131123 12:00,0.1315455631,3.1667731584,3.1695041366,-0.2614122864,6.2759351029,6.2813770624
20131123 13:00,-0.7948247273,3.0209253603,3.1237375657,-2.0205670981,5.9319183648,6.2666056909
20131123 14:00,-1.5996351153,2.9304401957,3.3386093277,-3.1669317326,5.6361846777,6.4649852529
20131123 15:00,-1.7556602774,2.8244773056,3.3256600938,-3.3225340398,5.4166476803,6.3544712241
20131123 16:00,-2.1086963157,2.7286344668,3.4484846245,-3.8255538621,5.1616528174,6.4247585293
20131123 17:00,-2.4435682306,2.2672791869,3.3334037573,-4.4802152057,4.5701854432,6.3999158802
20131123 18:00,-2.5972646589,1.6987704227,3.1034826659,-4.9606019651,3.7720062569,6.231821809
20131123 19:00,-2.6466338146,1.2594411368,2.9310173193,-5.0533975229,2.9436501639,5.8482392916
20131123 20:00,-3.014573749,1.0594212993,3.1953135022,-5.0635824012,2.316724924,5.5684002287
20131123 21:00,-3.6675506958,1.1159745272,3.833578909,-4.9283498505,1.554758026,5.1677756113
20131123 22:00,-3.7825901436,0.6272355791,3.8342421241,-4.8802545919,0.8523905191,4.9541350889
20131123 23:00,-3.3582948522,0.3855449421,3.3803534159,-4.1961702666,0.5377962651,4.2304928471
20131124 0:00,-2.8543568662,0.4688865411,2.8926126094,-3.4928478379,0.629835831,3.5491800733
20131124 1:00,-1.7155260201,0.5824218342,1.8116966409,-2.0267301584,0.7404012197,2.1577370324
20131124 2:00,-1.086858135,0.9076632548,1.416020194,-1.2470641473,1.1235099471,1.6785242294
20131124 3:00,-0.9962233303,1.367997115,1.6922993324,-1.1406232574,1.6631441512,2.0166977669
20131124 4:00,-1.033543544,1.7477852942,2.0305087274,-1.1908720024,2.1093679902,2.4223148937
20131124 5:00,-1.1228454839,2.0521256203,2.3392309724,-1.3124415467,2.4792225441,2.805182211
20131124 6:00,-1.3978599156,2.2055702404,2.6112358049,-1.6668843071,2.6818220524,3.1576372201
20131124 7:00,-1.7719506288,2.247882212,2.8623038745,-2.1337113574,2.7632405463,3.4911634842
20131124 8:00,-2.1216054879,2.0322440915,2.9378948064,-2.589732226,2.5543295269,3.6374870907
20131124 9:00,-2.5099134254,1.4719928043,2.9097127382,-3.8140726149,2.265893467,4.4363749971
20131124 10:00,-2.9159928932,0.919388259,3.057497232,-6.1536109573,1.7622348764,6.4009686433
20131124 11:00,-3.5299992657,0.9357013083,3.6519079609,-7.3028483832,1.7723332943,7.5148359805
20131124 12:00,-3.9116428794,0.8577045413,4.0045732726,-7.892325596,1.9522113623,8.1301864995
20131124 13:00,-4.2066502827,0.9122512999,4.3044290022,-8.162480139,2.1617535328,8.4438889356
20131124 14:00,-4.2670734858,0.7215925362,4.3276566316,-8.2354218656,1.8341861036,8.4372040373
20131124 15:00,-4.1626657451,0.3560782751,4.1778676192,-8.106287994,1.0635505911,8.1757595918
20131124 16:00,-3.9476302283,-0.0201414246,3.9476816103,-7.8604473599,0.2310622691,7.8638427292
20131124 17:00,-3.7605848717,-0.1883697456,3.7652996877,-7.5751641625,-0.3420229442,7.5828814961
20131124 18:00,-3.5722066503,-0.2418969386,3.5803874764,-7.2920422014,-0.8008698055,7.3358893062
20131124 19:00,-3.5757609563,-0.2510730288,3.5845646992,-7.2131570749,-1.1315929902,7.301379163
20131124 20:00,-3.7334832879,-0.2831893447,3.7442080159,-7.1526424573,-1.348077823,7.2785718337
20131124 21:00,-4.0840267235,-0.5217676908,4.1172218548,-6.6436712983,-1.4250782591,6.7947933275
20131124 22:00,-4.1822144285,-1.1809168394,4.3457429868,-5.5068609813,-1.7362357593,5.7740828258
20131124 23:00,-3.9827290007,-1.8390464224,4.3868236842,-5.0157200221,-2.4860432851,5.5980227363
20131125 0:00,-3.2576505636,-1.9236703657,3.7832254586,-3.9496901955,-2.4942482496,4.6713303213
20131125 1:00,-1.6879778173,-1.7011969542,2.3965266927,-1.8933318432,-2.1212043887,2.843275141
20131125 2:00,-0.6660804978,-1.1245479929,1.3070085761,-0.6156477183,-1.3874846787,1.5179380246
20131125 3:00,-0.1896528188,-0.6283616774,0.6563585829,-0.050171341,-0.7720885947,0.7737169776
20131125 4:00,0.0666797675,-0.4719065328,0.4765941325,0.2515785534,-0.5631822883,0.6168193078
20131125 5:00,0.1956089552,-0.32036855,0.375364984,0.3675987067,-0.3689956676,0.5208518137
20131125 6:00,0.2947852535,-0.0016470698,0.2947898548,0.4061095979,-0.0276121913,0.4070472192
20131125 7:00,0.1376289654,0.3197564985,0.348117725,0.2647405036,0.3352846714,0.4272041024
20131125 8:00,-0.2533545181,0.6112100821,0.6616390831,-0.2159144171,0.7185626373,0.7503008058
20131125 9:00,-1.3359019584,0.4829168635,1.4205079161,-2.7439838074,0.8397169721,2.8695943491
20131125 10:00,-2.8418559029,0.3523885715,2.8636205542,-6.3893565224,0.3035807333,6.3965645492
20131125 11:00,-3.6181011605,-0.1433507293,3.6209398558,-7.9200425782,-0.7420830819,7.9547320345
20131125 12:00,-3.2568705665,-0.3047230355,3.271094926,-7.4715613135,-1.0664823055,7.5472917639
20131125 13:00,-3.4392023764,-0.4044073133,3.4628973795,-7.5924562631,-1.4967500367,7.738582091
20131125 14:00,-3.7969999447,-0.6985429851,3.8607215494,-8.0087638719,-2.1664957289,8.2966259708
20131125 15:00,-3.8896916389,-1.3087180488,4.1039546753,-7.8742194925,-3.469754041,8.6047966694
20131125 16:00,-3.5742347209,-2.1227318151,4.1570595616,-6.9655574517,-5.2446084323,8.7192263545
20131125 17:00,-3.3674902838,-2.517445794,4.204464786,-6.2704114913,-6.1538320853,8.7856536242
20131125 18:00,-3.2564891192,-2.5724286019,4.1499530474,-5.7800069779,-6.4131250076,8.6334612426
20131125 19:00,-3.0367754738,-2.7494464226,4.0965181446,-5.0770613434,-6.6718517881,8.3839226002
20131125 20:00,-2.6660086972,-2.7999590836,3.8661832914,-4.3273176638,-6.9402029783,8.1787588021
20131125 21:00,-2.7319990802,-3.3220722516,4.3011606596,-3.5902484548,-6.7239368292,7.6224150012
20131125 22:00,-2.1983543061,-3.9599622267,4.5292452453,-2.7883444542,-5.6443045089,6.2954775978
20131125 23:00,-1.6906479484,-4.0757390336,4.4124754,-2.0386007746,-5.3397202465,5.7156369225
20131126 0:00,-0.9510216317,-3.4700341169,3.5979965142,-1.0353676846,-4.3370832045,4.4589546942
20131126 1:00,1.2097385598,-1.4216828988,1.8667216311,1.5653878498,-1.6436631452,2.2698166568
20131126 2:00,1.178035762,-0.7555817434,1.3995256437,1.4649126863,-0.85188359,1.6946016728
20131126 3:00,1.1514613579,-0.3775643963,1.2117830384,1.4012982336,-0.4237361268,1.4639634711
20131126 4:00,1.2498332748,-0.1344473574,1.2570438762,1.5089077283,-0.159157938,1.5172784127
20131126 5:00,1.5556720307,0.2870543381,1.5819341516,1.8656242852,0.3289432034,1.8944016482
20131126 6:00,1.8251458125,0.661612703,1.9413625642,2.1860746588,0.7714274157,2.3181938382
20131126 7:00,2.0321464339,1.0806436969,2.3016102903,2.4518284937,1.2849437034,2.7681299253
20131126 8:00,1.9221190766,1.7704635878,2.6132514346,2.4072389241,2.2129223755,3.2698355735
20131126 9:00,0.7733588716,1.9325416137,2.0815381412,1.6379202164,4.1640236004,4.474581006
20131126 10:00,-1.2509580157,2.4247053755,2.7283863573,-2.505342592,5.4810495107,6.0264952702
20131126 11:00,-3.8067629847,1.0277706823,3.9430644171,-8.0207750893,1.419187809,8.1453623044
20131126 12:00,-4.6576101333,-1.2591107325,4.824799684,-8.7841485211,-2.7547612041,9.2059749365
20131126 13:00,-3.6967356275,-1.9449775009,4.1771750955,-7.5439639582,-4.3669938128,8.7167670133
20131126 14:00,-3.3447413276,-2.6407270757,4.2615412748,-6.7056800495,-6.0698086093,9.0448173823
20131126 15:00,-3.1419366648,-3.1931759568,4.4797476153,-5.9619260284,-7.2819155827,9.4112090892
20131126 16:00,-2.8510168726,-3.8103572202,4.7588989644,-5.0005749075,-8.4216871399,9.7944149232
20131126 17:00,-2.5614957333,-4.3440287691,5.0429997361,-4.2062860408,-9.2245450922,10.138297412
20131126 18:00,-2.0570482731,-4.5999934564,5.0389867431,-3.2241264542,-9.6605126003,10.1843259519
20131126 19:00,-1.7111148023,-4.6844914516,4.9872210726,-2.5778749586,-9.9257424596,10.2550379168
20131126 20:00,-1.2355728343,-4.8697940727,5.0240953952,-1.7609940433,-10.1375353447,10.2893499739
20131126 21:00,-0.7054834053,-5.5037761072,5.5488069234,-0.7508916597,-9.6781077016,9.7071935681
20131126 22:00,-0.3017389502,-5.3861707103,5.3946159561,-0.2604063939,-8.266589581,8.2706901036
20131126 23:00,0.7071559701,-5.9069946107,5.9491726229,1.0832259704,-7.995494688,8.0685385175
20131127 0:00,3.0517643593,-5.6747486589,6.443294037,4.1474211942,-7.4246314037,8.5044843491
20131127 1:00,4.0507121621,-4.270015037,5.8856858085,5.251690067,-5.4670953673,7.5808561729
20131127 2:00,4.4049939064,-3.3905929555,5.5587851105,5.6066869983,-4.3506679137,7.0967070104
20131127 3:00,4.540593845,-3.0342358337,5.4610969191,5.7949258169,-3.9056009986,6.9881960751
20131127 4:00,4.8014622983,-2.5351319393,5.4296348083,6.1318337326,-3.2745767857,6.9514198585
20131127 5:00,4.9844145964,-1.8570847692,5.3191308227,6.3811229789,-2.4261466143,6.8267794652
20131127 6:00,4.8152375301,-1.3982558571,5.0141431884,6.2160607115,-1.8600707224,6.4883953225
20131127 7:00,4.4803272056,-1.2437834567,4.6497665701,5.859367935,-1.7199190824,6.1065795866
20131127 8:00,3.8966017557,-1.2080967636,4.0795836837,5.3308295103,-1.7199190824,5.6014163314
20131127 9:00,1.7153798863,-0.6075406986,1.8197895084,4.378895064,-1.2734848343,4.560316393
20131127 10:00,2.5982861531,0.5527866391,2.6564382172,4.9837465233,1.5903942858,5.2313557892
20131127 11:00,1.4291133493,4.7153844917,4.9271914788,2.1064624785,9.2290004947,9.4663421818
20131127 12:00,1.746374158,4.2264767953,4.5730655802,2.8741150782,8.2294800187,8.7169305872
20131127 13:00,1.7833950936,3.7232944217,4.1283676448,2.6406537206,7.3885701792,7.8462743621
20131127 14:00,1.7799512856,3.0416785823,3.5242070281,2.8859859947,6.4280186959,7.046157784
20131127 15:00,0.3714338282,1.6228776241,1.6648407947,1.1782698652,4.4727324024,4.625327558
20131127 16:00,-0.6914114047,-0.0508282853,0.6932771777,0.8781052625,1.60338395,1.8280888772
20131127 17:00,-0.4464705633,1.0100861215,1.1043595142,1.1839226826,2.0669098615,2.381971724
20131127 18:00,-0.5312743344,1.0111057413,1.1421852908,0.4993664982,1.8679628995,1.9335594879
20131127 19:00,-1.0383750571,-0.2889095097,1.0778179178,-1.2524416069,-0.4722276539,1.3385099685
20131127 20:00,0.2431519816,0.8632608696,0.8968512782,0.038661882,-0.1796183764,0.1837321481
20131127 21:00,0.3632547843,1.2670303123,1.3180742963,0.1042345636,0.4240591751,0.4366818386
20131127 22:00,3.0154173928,3.3128974503,4.4797356584,3.7870450846,4.4303450771,5.8283503648
20131127 23:00,3.7988837047,4.6791879886,6.0271317917,4.7977688316,6.2222350685,7.8571492928
20131128 0:00,3.3752953251,5.0900947699,6.107510401,4.3223668902,6.7951476258,8.053377353
20131128 1:00,0.8726923706,4.1902676892,4.2801793515,0.8605718548,5.6981108685,5.7627295084
20131128 2:00,2.2629216968,5.3316694452,5.7920215537,2.8305920156,7.1792673311,7.7171322763
20131128 3:00,0.5804019733,4.4777636202,4.5152224186,0.6246484678,5.8875611137,5.9206048319
20131128 4:00,0.5156541005,4.5668015391,4.5958215206,0.5036928226,5.9291827585,5.9505390212
20131128 5:00,1.4521858322,5.0752831485,5.2789528061,1.7797149997,6.74367529,6.9745639217
20131128 6:00,-0.7700536595,4.5201370877,4.5852613807,-1.1747164511,6.000944215,6.1148417978
20131128 7:00,-2.1066347482,2.0984129671,2.9734234382,-2.8363595958,2.9159191991,4.06786437
20131128 8:00,-0.068926694,3.6474582075,3.6481094096,-0.249585403,4.9883900635,4.9946299461
20131128 9:00,0.7640084412,3.5224832971,3.6043858668,0.8755416129,5.0479520724,5.123318577
20131128 10:00,0.9966382985,4.168812769,4.2862906808,1.2042774999,6.1222210765,6.2395412657
20131128 11:00,1.0465866576,4.0454469777,4.178634332,1.2515819353,6.154513732,6.2804853808
20131128 12:00,0.4328693203,4.1242938095,4.1469477059,0.3773480646,6.0160141209,6.0278368811
20131128 13:00,-0.2710325541,4.9674721744,4.9748606461,-0.5621539513,7.0465086366,7.0688967336
20131128 14:00,-1.2695372498,4.8022692886,4.9672442208,-1.9405692735,6.930255077,7.1968218359
20131128 15:00,-1.990551062,4.3243609406,4.7605032376,-3.0124039506,6.3267412276,7.0072984897
20131128 16:00,-2.5473827681,4.2304956646,4.9382438716,-3.872865644,6.369080487,7.4541447897
20131128 17:00,-2.8336608629,3.8207066883,4.7568301929,-4.7393152405,6.4264896522,7.9850409015
20131128 18:00,-3.2050361619,3.9435361066,5.0817057986,-5.4105591919,6.6704786044,8.5889135274
20131128 19:00,-3.5176758907,3.7638511497,5.1517588403,-5.8626458854,6.3504225083,8.6428284034
20131128 20:00,-3.7900794413,3.5664658836,5.204265661,-6.1428797563,5.9320532168,8.5395683185
20131128 21:00,-4.3469111474,3.7574146736,5.745763792,-6.121922095,5.3170575344,8.1085776164
20131128 22:00,-4.7747095928,3.5771933437,5.9660844709,-6.4273051594,4.812574495,8.0293913146
20131128 23:00,-4.7654598966,3.3792717046,5.84201038,-6.2608414498,4.4358268483,7.6729847835
20131129 0:00,-4.6933122669,3.0499386792,5.5972587917,-6.0686297563,3.9464137148,7.2389535381
20131129 1:00,-4.3210311639,2.8940337136,5.2006481764,-5.4990492173,3.6969836307,6.6262531087
20131129 2:00,-3.8415448275,2.7933179843,4.749746522,-4.8427309851,3.5306278683,5.9931107564
20131129 3:00,-3.5423165124,2.930188078,4.597173963,-4.4390873265,3.6808846859,5.7666635383
20131129 4:00,-3.4778241981,3.0551788805,4.6291877414,-4.3622784938,3.8324830823,5.8066686003
20131129 5:00,-3.4345622731,3.0944321904,4.6229566934,-4.3135446138,3.8955372825,5.8122179807
20131129 6:00,-3.5643480483,3.0541458987,4.6938666555,-4.502653257,3.8680349186,5.935956577
20131129 7:00,-3.7586261378,3.0903002631,4.8659250056,-4.8167748968,3.9740196382,6.2445298054
20131129 8:00,-3.9829472308,3.1579605736,5.0829699613,-5.2400180506,4.1812935518,6.703805258
20131129 9:00,-3.942088746,2.7158443463,4.7870527671,-5.7750312989,4.0042051596,7.0274209681
20131129 10:00,-3.4658069967,1.8682827471,3.9372958438,-6.4027448624,3.6553946901,7.3727235207
20131129 11:00,-3.8223173053,1.721082835,4.1919250598,-7.1533525582,3.4762939298,7.9533057472
20131129 12:00,-4.3602873551,1.6281144694,4.6543380351,-8.0273841024,3.2435300203,8.6579086689
20131129 13:00,-4.8061255275,1.624499033,5.0732474505,-8.6572165302,3.1556566136,9.2144216701
20131129 14:00,-5.1001463887,1.7133354712,5.3802427104,-9.0640384853,3.2086489734,9.6152078448
20131129 15:00,-5.3897609428,1.6513565608,5.6370649731,-9.5052919861,3.1730971371,10.0209341472
20131129 16:00,-5.5271576122,1.2748346804,5.6722724487,-9.7902792411,2.624391437,10.1359261064
20131129 17:00,-5.6072722883,0.9628741649,5.6893434747,-9.947075203,2.1367275691,10.1739820031
20131129 18:00,-5.8167721662,0.6700238134,5.8552344398,-10.2267652971,1.5900342371,10.3496346466
20131129 19:00,-6.115599908,0.3461840068,6.1253902408,-10.6187552018,0.8843638258,10.6555178857
20131129 20:00,-6.2722240998,-0.1542956944,6.2741216372,-10.7003314792,-0.1882283679,10.7019869036
20131129 21:00,-6.6391493162,-0.6041592855,6.6665817392,-10.1605507862,-0.9529282433,10.2051391228
20131129 22:00,-7.3313401175,-1.3200157001,7.4492274343,-10.1271786727,-1.9121570344,10.3061191723
20131129 23:00,-7.281268445,-2.2228418278,7.6130083383,-9.759025992,-3.1048205242,10.2410203984
20131130 0:00,-6.9700229284,-2.6871671646,7.4700794502,-9.1699817028,-3.6495014881,9.8695200259
20131130 1:00,-5.8770245719,-3.0400045062,6.6167246592,-7.560553653,-4.0874074468,8.5947001795
20131130 2:00,-5.4310510475,-3.0264369121,6.2173656691,-6.9074987244,-4.0189938266,7.9916112272
20131130 3:00,-4.6640086124,-3.0641246736,5.5804871071,-5.8396582805,-4.0183484151,7.0886340587
20131130 4:00,-4.4454255385,-2.8696558239,5.2911938885,-5.5319847033,-3.7621200454,6.6900225705
20131130 5:00,-4.4702463271,-2.6028264718,5.1727949764,-5.5664135405,-3.434250998,6.5405687537
20131130 6:00,-4.3005041598,-2.677196988,5.065739802,-5.3860720121,-3.5394530743,6.4449592539
20131130 7:00,-4.2132310644,-2.7264423298,5.0184463512,-5.3297835957,-3.6724078454,6.4724935349
20131130 8:00,-4.6908310775,-2.4540854395,5.2939995789,-6.195422932,-3.4594220469,7.0958344263
20131130 9:00,-4.0418875559,-1.5189264487,4.317868985,-6.5932672734,-2.7139717522,7.1299941101
20131130 10:00,-4.1964169818,-0.9320023749,4.2986676903,-7.8627623354,-2.1827980789,8.1601249376
20131130 11:00,-4.7192548838,-1.2048617688,4.8706322526,-8.7043561346,-2.7204258673,9.119568664
20131130 12:00,-4.9810741701,-1.8490712402,5.3132065967,-9.1295249501,-4.0454556986,9.9856866376
20131130 13:00,-5.0347191003,-2.5284559557,5.6339582834,-9.03498227,-5.3653222378,10.5079773189
20131130 14:00,-5.2761212863,-3.2068356642,6.1742409092,-9.0705040862,-6.6200022144,11.2293576708
20131130 15:00,-5.4995083838,-3.99576614,6.7978481529,-9.1912782613,-7.8475749076,12.085695181
20131130 16:00,-4.6291794413,-3.9882285877,6.1102593699,-7.7365232656,-8.0231268385,11.1455980775
20131130 17:00,-3.8505272825,-3.9213956238,5.4958078561,-6.4194836188,-8.2490208672,10.4525650058
20131130 18:00,-3.3849373284,-4.9289151169,5.9792980312,-5.3254116798,-9.6779619517,11.0464001873
20131130 19:00,-2.8248682435,-5.4258910663,6.1172031563,-4.2739659203,-10.3072381746,11.1582231325
20131130 20:00,-2.5274191154,-6.6238593812,7.0896657528,-3.6482354657,-11.8768789684,12.4245674389
20131130 21:00,-2.5290204566,-7.4238449338,7.8427940219,-3.5531462962,-12.5042189567,12.9992438365
20131130 22:00,-3.1051029536,-6.6530045835,7.3419434988,-4.4237040378,-12.5616605812,13.317825422
20131130 23:00,-2.2864172647,-6.1650736968,6.5753963832,-2.957472763,-9.0099610383,9.4829343061
20131201 0:00,1.0471747797,-5.4203635279,5.5205901672,1.3368415709,-7.3351181682,7.4559442009
